SITE_NO,node_id,node_lon,node_lat
3427,774545099,144.9583459,-37.8060861
3428,774545099,144.9583459,-37.8060861
3059,3374134102,144.9600834,-37.778076
3060,3374134102,144.9600834,-37.778076
3063,3374134102,144.9600834,-37.778076
3065,3374134102,144.9600834,-37.778076
2211,9515157446,144.9607317,-37.7919871
2850,6646643418,144.936422,-37.7934532
2983,774545099,144.9583459,-37.8060861
2985,774545099,144.9583459,-37.8060861
2986,774545099,144.9583459,-37.8060861
3000,774545099,144.9583459,-37.8060861
3001,774545099,144.9583459,-37.8060861
951,774545099,144.9583459,-37.8060861
952,774545099,144.9583459,-37.8060861
953,774545099,144.9583459,-37.8060861
955,774545099,144.9583459,-37.8060861
956,774545099,144.9583459,-37.8060861
957,774545099,144.9583459,-37.8060861
958,774545099,144.9583459,-37.8060861
959,774545099,144.9583459,-37.8060861
970,774545099,144.9583459,-37.8060861
1000,2180345319,144.93711,-37.7740075
1001,2180345319,144.93711,-37.7740075
3886,3374134100,144.9586073,-37.7778481
3887,3374134100,144.9586073,-37.7778481
3888,2180345319,144.93711,-37.7740075
152,3374134102,144.9600834,-37.778076
161,774545099,144.9583459,-37.8060861
163,774545099,144.9583459,-37.8060861
164,774545099,144.9583459,-37.8060861
165,774545099,144.9583459,-37.8060861
166,774545099,144.9583459,-37.8060861
168,774545099,144.9583459,-37.8060861
169,774545099,144.9583459,-37.8060861
482,774545099,144.9583459,-37.8060861
483,774545099,144.9583459,-37.8060861
5234,52452407,144.9367102,-37.8003421
5045,52452407,144.9367102,-37.8003421
975,774545099,144.9583459,-37.8060861
272,774545099,144.9583459,-37.8060861
279,774545099,144.9583459,-37.8060861
281,774545099,144.9583459,-37.8060861
3720,774545099,144.9583459,-37.8060861
2407,774545099,144.9583459,-37.8060861
2432,774545099,144.9583459,-37.8060861
2433,774545099,144.9583459,-37.8060861
2627,2180345319,144.93711,-37.7740075
2650,2180345319,144.93711,-37.7740075
2691,774545099,144.9583459,-37.8060861
335,9515157446,144.9607317,-37.7919871
338,9515157446,144.9607317,-37.7919871
339,9515157446,144.9607317,-37.7919871
340,3374134102,144.9600834,-37.778076
341,9515157446,144.9607317,-37.7919871
4927,2180345319,144.93711,-37.7740075
343,9515157446,144.9607317,-37.7919871
265,774545099,144.9583459,-37.8060861
266,774545099,144.9583459,-37.8060861
762,774545099,144.9583459,-37.8060861
768,774545099,144.9583459,-37.8060861
770,774545099,144.9583459,-37.8060861
771,774545099,144.9583459,-37.8060861
772,774545099,144.9583459,-37.8060861
773,774545099,144.9583459,-37.8060861
774,774545099,144.9583459,-37.8060861
775,774545099,144.9583459,-37.8060861
776,774545099,144.9583459,-37.8060861
704,3374134102,144.9600834,-37.778076
706,3374134102,144.9600834,-37.778076
707,3374134102,144.9600834,-37.778076
3711,774545099,144.9583459,-37.8060861
3780,47334763,144.9413945,-37.7758476
3782,3374134102,144.9600834,-37.778076
3783,3374134102,144.9600834,-37.778076
3784,3374134100,144.9586073,-37.7778481
3785,3374134102,144.9600834,-37.778076
3786,3374134100,144.9586073,-37.7778481
3994,2180345319,144.93711,-37.7740075
3995,2180345319,144.93711,-37.7740075
3996,2180345319,144.93711,-37.7740075
2312,774545099,144.9583459,-37.8060861
2314,774545099,144.9583459,-37.8060861
2317,774545099,144.9583459,-37.8060861
4530,774545099,144.9583459,-37.8060861
4497,2365009329,144.9481035,-37.8028381
