NB_SCATS_SITE,offpeak_volume,peak_volume
1571,1666.0,1593.0
1572,1712.0,1535.0
1574,1.0,1.0
1576,9276.0,12957.0
1577,954.0,1239.0
1578,6391.0,10347.0
1579,7509.0,11190.0
1581,3799.0,6345.0
1582,755.0,1025.0
1583,3587.0,5225.0
1584,1243.0,2352.0
1585,8027.0,11257.0
1586,1398.0,2116.0
1587,605.0,1366.0
1588,4725.0,5954.0
1590,4904.0,8740.0
1591,1.0,5.0
1592,4357.0,7212.0
1599,3554.0,4005.0
1681,4406.0,7370.0
1689,8022.0,9201.0
1697,12549.0,17117.0
1698,13895.0,19457.0
1699,13759.0,18950.0
1700,6997.0,10125.0
1701,8325.0,13606.0
1703,125.0,175.0
1704,5680.0,7777.0
1706,6342.0,9013.0
1707,3981.0,4607.0
1709,,
1710,6039.0,8443.0
1711,4078.0,5204.0
1712,7646.0,10338.0
1713,7238.0,11726.0
1714,4204.0,7207.0
1715,4511.0,8232.0
1716,4832.0,8053.0
1717,7900.0,10284.0
1718,1693.0,2563.0
1719,4831.0,5624.0
1720,7955.0,11095.0
1722,2883.0,5640.0
1723,6784.0,8463.0
1725,2396.0,2968.0
1726,3482.0,4994.0
1727,,
1731,2598.0,4504.0
1732,5504.0,7674.0
1733,3668.0,3767.0
1734,926.0,2090.0
1737,3435.0,6540.0
1738,3814.0,5478.0
1739,5124.0,5807.0
1740,3768.0,4674.0
1741,1493.0,3034.0
1742,3359.0,4399.0
1744,8036.0,9855.0
1745,3358.0,5516.0
1746,3085.0,4194.0
1748,5285.0,7657.0
1749,5441.0,6151.0
1751,3848.0,7886.0
1752,3336.0,5344.0
1753,7092.0,9491.0
1754,1148.0,1464.0
1755,2341.0,3996.0
1756,0.0,0.0
1762,984.0,2137.0
1765,4041.0,7645.0
1766,8297.0,11062.0
1767,2381.0,3577.0
1768,5332.0,7328.0
1770,1449.0,3065.0
1771,1185.0,2019.0
1775,0.0,0.0
1776,17217.0,19608.0
1780,3490.0,5110.0
1781,4034.0,7494.0
1782,6031.0,8687.0
1783,6067.0,9064.0
1784,3737.0,6601.0
1785,3607.0,5994.0
1787,4040.0,6999.0
1788,8089.0,10390.0
1793,7930.0,8927.0
1794,10099.0,12512.0
1795,4375.0,4714.0
1796,9912.0,11480.0
1797,8008.0,14321.0
1798,6168.0,11614.0
1799,5029.0,8866.0
1800,5302.0,9237.0
1801,8717.0,15058.0
1802,4149.0,5332.0
1803,2932.0,3100.0
1804,2384.0,3429.0
1805,3477.0,4932.0
1807,4639.0,5969.0
1808,8840.0,12012.0
1809,4091.0,6968.0
1810,6343.0,7095.0
1811,3919.0,5578.0
1812,7179.0,13072.0
1813,3324.0,5022.0
1815,11072.0,16172.0
1816,2827.0,4528.0
1817,5833.0,7692.0
1818,6449.0,9753.0
1819,5979.0,8353.0
1824,2856.0,4357.0
1825,1824.0,2818.0
1827,2356.0,3811.0
1828,4214.0,8100.0
1829,756.0,825.0
1830,8451.0,12428.0
1831,,
1832,4783.0,7344.0
1833,6290.0,9489.0
1834,1410.0,2161.0
1835,2864.0,3178.0
1836,5462.0,6098.0
1837,2950.0,4607.0
1838,932.0,1402.0
1842,5704.0,8943.0
1846,2853.0,3093.0
1847,4904.0,7643.0
1848,,
1850,,
1851,4391.0,6988.0
1852,4243.0,6239.0
1853,1996.0,3193.0
1854,1390.0,2598.0
1857,7.0,0.0
1860,1573.0,3409.0
1861,7921.0,9202.0
1864,2840.0,4621.0
1866,3930.0,5851.0
1867,1337.0,1982.0
1868,1772.0,3174.0
1869,2125.0,3412.0
1870,4948.0,7580.0
1871,1274.0,3099.0
1872,10511.0,10884.0
1873,6028.0,8419.0
1874,3972.0,6983.0
1876,,
1877,990.0,1973.0
1878,746.0,889.0
1879,6379.0,7475.0
1880,2892.0,4329.0
1881,3250.0,4040.0
1887,1743.0,2937.0
1888,2294.0,5400.0
1889,5493.0,7150.0
1890,3270.0,4262.0
1891,,
1892,7080.0,8662.0
1899,4961.0,6017.0
1900,,
1901,2478.0,4297.0
1904,3332.0,5276.0
1927,3800.0,6249.0
1928,6290.0,9395.0
1929,3975.0,5232.0
1930,2003.0,3269.0
1934,,
1935,4033.0,6870.0
1936,3402.0,5598.0
1937,6737.0,9108.0
1939,1938.0,3336.0
1941,3776.0,6556.0
1942,,
1943,2817.0,3369.0
1947,4357.0,5159.0
1948,1454.0,2208.0
1949,1452.0,2156.0
1950,11100.0,12060.0
1951,16505.0,23274.0
1952,5090.0,6565.0
1953,6856.0,8363.0
1954,2047.0,2926.0
1955,,
1956,4096.0,7024.0
1957,5044.0,8101.0
1958,2309.0,4053.0
1961,4740.0,8603.0
1962,7965.0,12367.0
1964,2601.0,3134.0
1965,1837.0,3343.0
1966,2800.0,6213.0
1967,3565.0,6235.0
1968,428.0,770.0
1969,1537.0,3336.0
1970,2281.0,3757.0
1971,6010.0,7826.0
1972,4642.0,10357.0
1975,1182.0,2591.0
1976,5124.0,8798.0
1977,3326.0,4914.0
1978,8811.0,12998.0
1979,2301.0,3011.0
1982,8425.0,14044.0
1983,5677.0,6515.0
1986,4592.0,5063.0
1987,1809.0,3970.0
1988,2572.0,5378.0
1990,7428.0,11902.0
1991,1214.0,2861.0
1992,6112.0,9127.0
1993,7867.0,11909.0
1994,,
1995,6068.0,9556.0
1997,2813.0,6383.0
1999,9724.0,10160.0
2000,9273.0,11562.0
2001,5214.0,7584.0
2002,12003.0,16059.0
2003,12274.0,16354.0
2004,5324.0,8705.0
2005,7162.0,9713.0
2006,9430.0,13907.0
2007,6703.0,9970.0
2008,9918.0,13941.0
2009,6770.0,10682.0
2010,6083.0,7114.0
2011,10329.0,10614.0
2012,9685.0,14017.0
2013,3427.0,5221.0
2014,3368.0,5808.0
2015,1.0,0.0
2016,,
2017,13781.0,18467.0
2018,9379.0,14360.0
2019,6947.0,8463.0
2020,15758.0,21293.0
2021,6614.0,10168.0
2022,10042.0,11700.0
2023,4270.0,5599.0
2024,2115.0,2384.0
2025,3870.0,5037.0
2028,8157.0,12665.0
2030,,
2031,1383.0,1152.0
2032,852.0,690.0
2033,6709.0,8447.0
2034,9212.0,10816.0
2035,3026.0,2758.0
2037,4072.0,6132.0
2038,7177.0,8757.0
2039,,
2040,5526.0,7119.0
2041,6837.0,9498.0
2042,4030.0,5671.0
2043,7055.0,8837.0
2045,4174.0,6805.0
2046,4474.0,5880.0
2047,2843.0,4472.0
2048,3437.0,3365.0
2050,7905.0,10763.0
2051,0.0,0.0
2052,4087.0,6093.0
2053,5394.0,6261.0
2054,5446.0,6676.0
2058,3806.0,5054.0
2059,2376.0,4305.0
2062,2293.0,3386.0
2063,10741.0,14174.0
2064,4638.0,7682.0
2065,2945.0,4660.0
2066,0.0,0.0
2067,1990.0,3888.0
2068,4959.0,7351.0
2069,5621.0,5906.0
2070,6651.0,8340.0
2072,1831.0,3125.0
2073,3460.0,4404.0
2074,1900.0,2641.0
2077,,
2078,6357.0,8804.0
2079,5029.0,8062.0
2080,790.0,1300.0
2081,5305.0,7944.0
2082,5711.0,8220.0
2085,1761.0,2480.0
2086,1111.0,2414.0
2087,3173.0,4981.0
2089,5184.0,8085.0
2090,4217.0,5017.0
2091,162.0,274.0
2092,11187.0,15948.0
2093,4128.0,4547.0
2095,709.0,404.0
2097,4584.0,7333.0
2100,15997.0,18798.0
2101,18192.0,22113.0
2102,10038.0,10645.0
2103,14796.0,19052.0
2104,15555.0,19334.0
2105,9905.0,13385.0
2107,2530.0,2975.0
2108,8246.0,15895.0
2109,12121.0,13409.0
2110,11388.0,11573.0
2111,3866.0,5189.0
2112,3554.0,4987.0
2113,5295.0,8637.0
2114,5005.0,7811.0
2115,4856.0,7381.0
2116,3638.0,5340.0
2117,1970.0,3538.0
2118,13259.0,14911.0
2119,7776.0,11190.0
2121,1243.0,2170.0
2122,5991.0,7521.0
2123,4229.0,6742.0
2124,212.0,323.0
2125,9950.0,11586.0
2126,8056.0,8996.0
2127,4214.0,5710.0
2128,2142.0,3730.0
2129,1090.0,1665.0
2130,1616.0,3140.0
2131,2441.0,4114.0
2132,1985.0,3956.0
2133,8373.0,14380.0
2135,5202.0,8199.0
2136,3507.0,5025.0
2137,4121.0,6001.0
2139,2681.0,4747.0
2141,3754.0,5800.0
2144,,
2145,8266.0,10703.0
2146,8763.0,10883.0
2147,8871.0,11078.0
2149,14097.0,14175.0
2150,7614.0,8951.0
2151,6703.0,8333.0
2152,4438.0,7034.0
2153,7127.0,8920.0
2155,10437.0,12963.0
2157,16691.0,18057.0
2158,13473.0,13014.0
2159,11726.0,11702.0
2160,11197.0,13746.0
2161,14110.0,14361.0
2162,11183.0,13764.0
2163,8576.0,10633.0
2164,8960.0,13455.0
2166,8327.0,10043.0
2167,13378.0,12791.0
2168,5992.0,8180.0
2169,14925.0,17049.0
2171,3945.0,5541.0
2172,13289.0,17683.0
2173,19431.0,21618.0
2175,5623.0,5040.0
2176,3218.0,4335.0
2177,2091.0,2006.0
2178,8897.0,9422.0
2179,3722.0,6363.0
2180,8032.0,8012.0
2181,11398.0,12603.0
2182,2991.0,5209.0
2183,10924.0,12377.0
2184,9453.0,12083.0
2185,16149.0,26823.0
2186,3346.0,4815.0
2187,13406.0,13367.0
2188,8238.0,7861.0
2189,8227.0,7356.0
2190,6808.0,8368.0
2191,10922.0,14098.0
2193,5094.0,6027.0
2194,12291.0,13990.0
2195,5412.0,6749.0
2200,5981.0,7611.0
2201,6511.0,7737.0
2202,757.0,1758.0
2203,9420.0,12424.0
2204,5895.0,7772.0
2205,6860.0,7318.0
2206,9002.0,10087.0
2207,5561.0,7558.0
2208,8347.0,10885.0
2209,4624.0,6039.0
2210,7154.0,8579.0
2211,4068.0,5952.0
2212,10892.0,11664.0
2219,9666.0,11786.0
2220,2111.0,2662.0
2221,1561.0,2010.0
2223,3307.0,6783.0
2224,5380.0,8438.0
2227,5671.0,9356.0
2228,7728.0,9329.0
2229,8259.0,10067.0
2230,2839.0,3667.0
2231,4203.0,6961.0
2232,807.0,1425.0
2233,4978.0,7516.0
2234,1603.0,2483.0
2236,8950.0,9271.0
2237,3463.0,3742.0
2239,4155.0,5999.0
2240,150.0,603.0
2242,5259.0,8140.0
2243,2227.0,3299.0
2244,4027.0,5261.0
2246,4320.0,6710.0
2248,1244.0,2004.0
2250,8376.0,9429.0
2253,2994.0,5855.0
2257,2969.0,3173.0
2258,,
2259,3940.0,6436.0
2260,5749.0,6727.0
2261,2008.0,4273.0
2262,2856.0,2480.0
2263,1004.0,2134.0
2264,3589.0,5363.0
2266,365.0,752.0
2268,4021.0,9026.0
2269,6517.0,7757.0
2273,3182.0,6212.0
2275,160.0,254.0
2276,7871.0,9341.0
2278,1425.0,3064.0
2279,6931.0,7392.0
2281,557.0,903.0
2283,3221.0,5786.0
2285,2212.0,4547.0
2289,11116.0,14133.0
2290,18636.0,21330.0
2291,1754.0,3120.0
2292,9354.0,12612.0
2293,3761.0,5260.0
2294,120.0,141.0
2295,4825.0,4851.0
2297,4891.0,5877.0
2298,5987.0,9849.0
2299,8146.0,11526.0
2300,4814.0,7175.0
2301,10713.0,13102.0
2302,18258.0,20624.0
2303,5850.0,6285.0
2304,11953.0,14228.0
2305,10292.0,12423.0
2306,11744.0,14580.0
2307,10065.0,12635.0
2308,5922.0,8470.0
2309,17228.0,20118.0
2310,11875.0,15119.0
2311,5468.0,8836.0
2312,14102.0,17763.0
2313,9201.0,11673.0
2314,10808.0,13580.0
2315,14553.0,18618.0
2316,18898.0,24356.0
2317,11025.0,13996.0
2318,5919.0,6507.0
2319,13273.0,17355.0
2320,15274.0,19604.0
2321,15200.0,19249.0
2322,14919.0,18819.0
2323,12538.0,15605.0
2324,13642.0,17517.0
2325,17238.0,21203.0
2326,20255.0,25567.0
2327,14016.0,17747.0
2328,13854.0,16469.0
2329,15363.0,20177.0
2330,12400.0,16858.0
2331,7703.0,11073.0
2332,6635.0,9216.0
2333,6248.0,7627.0
2334,11781.0,14763.0
2335,8507.0,9798.0
2336,16855.0,21426.0
2337,18555.0,23508.0
2339,12186.0,15493.0
2340,11383.0,14461.0
2341,5364.0,6344.0
2343,10936.0,12601.0
2345,4738.0,5654.0
2346,1896.0,2783.0
2347,6164.0,6959.0
2348,2725.0,3078.0
2349,3841.0,4907.0
2350,5305.0,6241.0
2351,3651.0,4868.0
2352,11333.0,14568.0
2353,3821.0,5525.0
2354,9657.0,12355.0
2355,5212.0,7468.0
2356,5551.0,8572.0
2359,1036.0,2175.0
2360,2936.0,4259.0
2361,6167.0,8237.0
2362,2935.0,4759.0
2363,2847.0,3023.0
2364,1710.0,2578.0
2366,5414.0,7849.0
2367,906.0,1691.0
2369,3857.0,5723.0
2370,,
2371,1886.0,3420.0
2372,5475.0,7872.0
2373,3231.0,4004.0
2374,3379.0,4322.0
2375,5469.0,8516.0
2377,4777.0,6870.0
2380,6736.0,10639.0
2382,5257.0,8715.0
2383,3284.0,5070.0
2385,9134.0,17115.0
2386,8075.0,10084.0
2387,4903.0,7422.0
2389,2729.0,5053.0
2392,,
2393,8986.0,10461.0
2395,39.0,64.0
2397,9913.0,12561.0
2399,6388.0,7041.0
2400,9177.0,11478.0
2402,8093.0,9570.0
2403,17547.0,20754.0
2404,19054.0,23008.0
2405,17301.0,20182.0
2406,13349.0,15912.0
2407,13855.0,18177.0
2408,12782.0,16871.0
2409,12574.0,15974.0
2410,5480.0,9710.0
2411,11997.0,14718.0
2412,14796.0,17549.0
2413,12127.0,14796.0
2414,8555.0,10977.0
2415,15598.0,19144.0
2416,15165.0,20431.0
2417,12280.0,16082.0
2418,12140.0,16057.0
2419,13311.0,17549.0
2420,15593.0,18617.0
2421,21664.0,27078.0
2422,17393.0,21415.0
2423,7454.0,8403.0
2424,20358.0,25000.0
2425,17315.0,22076.0
2426,11316.0,16735.0
2427,8376.0,12083.0
2428,9905.0,13737.0
2429,12070.0,15942.0
2430,14138.0,19240.0
2431,11953.0,16191.0
2432,11659.0,16042.0
2433,10167.0,12667.0
2434,10788.0,14161.0
2435,11202.0,15241.0
2437,16205.0,21069.0
2438,15870.0,19282.0
2440,10362.0,11414.0
2441,5990.0,6461.0
2442,11511.0,12873.0
2469,4334.0,5283.0
2470,,
2471,3082.0,4305.0
2472,4691.0,5829.0
2473,1479.0,2671.0
2476,2797.0,4346.0
2477,2826.0,4323.0
2478,11964.0,14733.0
2482,8299.0,8977.0
2484,6336.0,6364.0
2485,4850.0,6629.0
2486,1982.0,3088.0
2487,19539.0,22890.0
2488,3820.0,4817.0
2490,3656.0,4613.0
2491,7884.0,9769.0
2492,2756.0,3511.0
2494,11352.0,13413.0
2495,5595.0,8497.0
2496,9689.0,11597.0
2497,4203.0,5842.0
2498,13336.0,15923.0
2499,6681.0,8899.0
2500,9237.0,9519.0
2501,6498.0,8240.0
2502,8523.0,10509.0
2503,10991.0,13289.0
2504,4252.0,5611.0
2505,6811.0,8614.0
2506,11468.0,14215.0
2507,12811.0,15667.0
2508,11652.0,14957.0
2509,7860.0,10810.0
2510,6494.0,7282.0
2511,9095.0,13042.0
2512,10568.0,14450.0
2513,6877.0,8085.0
2514,3214.0,3733.0
2515,3382.0,3409.0
2517,1386.0,1236.0
2518,4786.0,6740.0
2519,9687.0,13539.0
2520,4934.0,6794.0
2524,4215.0,6446.0
2526,3815.0,4942.0
2530,2631.0,5164.0
2531,3730.0,6883.0
2532,123.0,144.0
2533,542.0,1173.0
2534,9849.0,12840.0
2536,2281.0,2661.0
2547,2208.0,3248.0
2548,4803.0,8671.0
2565,11212.0,13157.0
2566,,
2567,5199.0,6973.0
2568,6119.0,10520.0
2570,3773.0,4857.0
2571,3316.0,4914.0
2577,2078.0,3090.0
2579,7226.0,10041.0
2580,7470.0,10457.0
2581,3766.0,5550.0
2582,1421.0,2475.0
2583,5515.0,7024.0
2584,6338.0,8745.0
2585,7053.0,10676.0
2586,5276.0,8179.0
2587,5445.0,8509.0
2589,,
2591,4122.0,6054.0
2592,4860.0,6201.0
2593,5610.0,7711.0
2595,7907.0,11770.0
2597,10444.0,15307.0
2598,8309.0,11634.0
2601,4231.0,4983.0
2602,7192.0,9053.0
2603,9493.0,10366.0
2604,832.0,
2605,7614.0,9110.0
2606,9124.0,12343.0
2607,9804.0,12634.0
2608,11257.0,13942.0
2609,10786.0,13816.0
2610,9437.0,11353.0
2611,9100.0,10850.0
2612,10304.0,12640.0
2613,15825.0,18657.0
2614,17596.0,23896.0
2615,4878.0,5641.0
2616,12979.0,13530.0
2617,14053.0,15151.0
2618,5866.0,7588.0
2620,1544.0,2584.0
2621,3569.0,3641.0
2623,9363.0,13763.0
2624,6206.0,7123.0
2625,4064.0,4535.0
2626,7846.0,8916.0
2627,16558.0,19128.0
2628,18045.0,24285.0
2629,8519.0,13087.0
2630,6817.0,9064.0
2631,8195.0,9056.0
2634,5430.0,6994.0
2636,8262.0,11300.0
2637,7983.0,11157.0
2638,11650.0,15957.0
2639,9052.0,11708.0
2640,8225.0,10769.0
2641,10370.0,12886.0
2642,6080.0,6808.0
2643,1599.0,2147.0
2644,5576.0,6929.0
2645,9546.0,13769.0
2646,7405.0,9950.0
2647,5447.0,5746.0
2649,7602.0,9227.0
2650,7365.0,8236.0
2651,5491.0,6696.0
2652,2341.0,2338.0
2653,3241.0,3562.0
2654,4666.0,6369.0
2655,5781.0,6747.0
2656,12257.0,14350.0
2658,12933.0,16587.0
2659,6126.0,8670.0
2660,6052.0,6049.0
2661,4735.0,7270.0
2662,3566.0,4725.0
2663,5538.0,5416.0
2664,4764.0,5762.0
2666,12365.0,16176.0
2669,,
2674,3436.0,5734.0
2677,3114.0,4295.0
2679,3946.0,5301.0
2680,5243.0,7526.0
2681,3361.0,4254.0
2682,4369.0,5313.0
2683,4283.0,6299.0
2684,6153.0,7710.0
2685,3806.0,3781.0
2686,3343.0,5995.0
2687,4528.0,5447.0
2688,10113.0,11444.0
2689,0.0,0.0
2690,4068.0,5339.0
2691,1602.0,1909.0
2692,3203.0,4355.0
2693,1810.0,2006.0
2694,5011.0,5381.0
2697,863.0,1818.0
2698,3454.0,5401.0
2701,16927.0,20470.0
2703,2367.0,3702.0
2705,4464.0,5343.0
2706,8072.0,10590.0
2707,4797.0,6148.0
2708,4246.0,5419.0
2710,4896.0,5982.0
2711,3269.0,4213.0
2712,5664.0,7519.0
2713,7172.0,9049.0
2714,10005.0,12355.0
2715,11603.0,12300.0
2716,5200.0,6806.0
2718,3268.0,4526.0
2719,4077.0,6339.0
2720,5818.0,6543.0
2721,4639.0,6474.0
2722,7110.0,11061.0
2723,2884.0,4330.0
2724,4600.0,5344.0
2726,7451.0,9278.0
2727,3053.0,3485.0
2728,6414.0,9055.0
2729,3387.0,4768.0
2730,8917.0,13356.0
2731,6755.0,7959.0
2732,6676.0,7582.0
2734,5816.0,8553.0
2735,4754.0,7693.0
2736,4411.0,7123.0
2737,5938.0,7835.0
2738,5209.0,5711.0
2741,3228.0,5141.0
2742,1766.0,2141.0
2743,4795.0,6313.0
2745,3348.0,3838.0
2746,3400.0,4458.0
2748,1968.0,2536.0
2749,3676.0,4662.0
2750,3741.0,4311.0
2754,2158.0,2887.0
2755,2688.0,3655.0
2756,13638.0,17836.0
2757,2309.0,2910.0
2760,10697.0,12651.0
2761,,
2762,3644.0,5585.0
2763,12427.0,15095.0
2764,11851.0,14346.0
2765,5109.0,6031.0
2766,6740.0,10531.0
2767,,
2768,7280.0,11338.0
2769,4630.0,6809.0
2770,6287.0,8173.0
2771,6770.0,10385.0
2772,7660.0,10899.0
2773,4929.0,6177.0
2775,3889.0,6216.0
2776,10074.0,14750.0
2777,2.0,3.0
2778,3582.0,4027.0
2779,3881.0,5379.0
2781,9378.0,10877.0
2782,3942.0,4180.0
2783,2465.0,2765.0
2784,3572.0,4539.0
2785,5994.0,7745.0
2786,3758.0,4661.0
2787,7639.0,9801.0
2788,7468.0,9660.0
2789,12106.0,16229.0
2791,4144.0,4661.0
2792,5851.0,8353.0
2793,3304.0,4773.0
2795,5075.0,6604.0
2796,4324.0,5403.0
2797,11018.0,13182.0
2798,6662.0,7146.0
2808,2601.0,2947.0
2809,4576.0,6854.0
2810,,
2811,8732.0,9109.0
2812,9607.0,10166.0
2813,8796.0,8539.0
2814,12400.0,15480.0
2815,15127.0,15192.0
2816,23644.0,29384.0
2817,5808.0,6507.0
2818,9955.0,10127.0
2819,4166.0,5600.0
2820,7969.0,10067.0
2821,12613.0,16012.0
2822,8333.0,9547.0
2823,10155.0,13054.0
2824,11560.0,14339.0
2825,7785.0,8681.0
2826,6090.0,7460.0
2827,12685.0,16448.0
2828,14520.0,18239.0
2829,11669.0,15040.0
2830,11506.0,14419.0
2833,7617.0,7817.0
2834,6805.0,10675.0
2835,2423.0,2525.0
2836,8871.0,13569.0
2837,6329.0,9403.0
2838,9113.0,9367.0
2839,2076.0,2421.0
2841,4265.0,4441.0
2842,11223.0,10249.0
2843,21935.0,24723.0
2845,13579.0,17443.0
2846,8743.0,11515.0
2849,5663.0,7520.0
2850,17397.0,19143.0
2853,6641.0,7638.0
2854,7690.0,11770.0
2857,7739.0,11697.0
2858,7929.0,10919.0
2860,13139.0,15078.0
2861,6670.0,10262.0
2862,4516.0,5787.0
2863,4889.0,8294.0
2864,14037.0,16118.0
2865,7634.0,7843.0
2866,11342.0,13251.0
2867,8218.0,10203.0
2868,18822.0,22192.0
2869,11053.0,13262.0
2870,4460.0,5850.0
2871,12835.0,14200.0
2872,10958.0,10307.0
2873,6883.0,8338.0
2875,4257.0,5655.0
2876,9169.0,11442.0
2877,6316.0,8923.0
2878,8950.0,10529.0
2879,11396.0,13461.0
2880,15280.0,16513.0
2881,10171.0,11312.0
2882,12094.0,12713.0
2883,8578.0,8348.0
2884,,
2886,3565.0,4585.0
2887,2482.0,4112.0
2888,2246.0,2957.0
2890,3055.0,3446.0
2891,3506.0,4272.0
2892,3721.0,5571.0
2893,4080.0,3789.0
2894,7648.0,11652.0
2895,15742.0,16756.0
2896,4376.0,3952.0
2897,3094.0,2035.0
2898,8065.0,5256.0
2899,,
2900,2153.0,2327.0
2901,4007.0,4602.0
2902,7954.0,9245.0
2903,7837.0,8948.0
2904,6441.0,7049.0
2905,4899.0,5388.0
2906,3655.0,3740.0
2907,5247.0,5926.0
2908,6396.0,7088.0
2909,7929.0,9633.0
2910,3642.0,4875.0
2911,67.0,63.0
2912,4101.0,4588.0
2913,854.0,1129.0
2914,2123.0,1969.0
2915,292.0,324.0
2916,2231.0,2769.0
2917,416.0,430.0
2918,13810.0,17394.0
2919,5210.0,6152.0
2920,8814.0,10264.0
2921,5163.0,6064.0
2922,6977.0,7189.0
2923,3654.0,4171.0
2924,4109.0,5091.0
2925,7833.0,9694.0
2926,4408.0,5751.0
2929,14040.0,14789.0
2931,1028.0,1127.0
2932,3696.0,4530.0
2933,9860.0,11826.0
2934,5145.0,7032.0
2935,3788.0,3650.0
2936,2906.0,3182.0
2937,3483.0,3807.0
2939,6625.0,7097.0
2941,7909.0,9369.0
2942,6221.0,6362.0
2944,4447.0,5841.0
2945,11109.0,14230.0
2946,16074.0,18028.0
2947,4630.0,5371.0
2948,3102.0,4586.0
2949,3010.0,3614.0
2951,1318.0,1526.0
2955,5685.0,6876.0
2956,10395.0,14443.0
2957,1864.0,2121.0
2958,2605.0,3454.0
2960,4456.0,6065.0
2964,8341.0,9108.0
2965,7153.0,8397.0
2967,2155.0,4233.0
2968,11626.0,11820.0
2969,3185.0,4802.0
2970,4253.0,5106.0
2976,1909.0,2386.0
2978,4003.0,6522.0
2979,2670.0,3400.0
2980,2692.0,3118.0
2981,2114.0,2691.0
2982,3189.0,3749.0
2983,3218.0,3680.0
2984,6363.0,6224.0
2985,16498.0,16342.0
2986,4349.0,4554.0
2987,2895.0,3046.0
2988,2771.0,3717.0
2990,0.0,0.0
2991,5048.0,4750.0
2992,9259.0,9291.0
2993,3666.0,6219.0
2994,6917.0,7842.0
2995,912.0,641.0
2996,7635.0,8788.0
2997,1606.0,1127.0
2998,8456.0,12128.0
2999,1014.0,1637.0
3000,3679.0,4360.0
3001,5608.0,7043.0
3002,9868.0,11688.0
3003,7082.0,8389.0
3004,5645.0,7443.0
3005,2988.0,3862.0
3009,5162.0,9091.0
3010,3968.0,6487.0
3011,3978.0,5156.0
3012,6453.0,9530.0
3014,3132.0,5390.0
3016,12880.0,21542.0
3017,8783.0,11172.0
3018,6108.0,10499.0
3019,6713.0,11116.0
3020,4924.0,8868.0
3021,4684.0,8113.0
3022,14006.0,24938.0
3023,5532.0,9187.0
3024,3370.0,4494.0
3025,4165.0,6290.0
3026,3849.0,5942.0
3027,4327.0,6956.0
3028,5020.0,8044.0
3029,0.0,0.0
3030,6633.0,9670.0
3031,0.0,0.0
3032,4004.0,5245.0
3033,2899.0,4447.0
3034,4544.0,6553.0
3035,3773.0,5927.0
3036,1607.0,1981.0
3037,2884.0,4475.0
3038,1569.0,2613.0
3040,2713.0,4432.0
3042,8414.0,10362.0
3043,2647.0,4337.0
3044,8853.0,12107.0
3045,755.0,603.0
3046,689.0,714.0
3047,2904.0,4506.0
3050,12291.0,14160.0
3051,6618.0,7394.0
3052,20114.0,22376.0
3053,13222.0,12706.0
3054,9742.0,11172.0
3055,11485.0,13831.0
3056,13549.0,17794.0
3057,7776.0,10576.0
3058,9756.0,13285.0
3059,14662.0,21087.0
3060,10676.0,21496.0
3061,9865.0,13513.0
3063,8291.0,10836.0
3064,13907.0,16792.0
3065,9822.0,12040.0
3066,14216.0,18683.0
3067,8975.0,11205.0
3068,8909.0,10858.0
3069,5489.0,7425.0
3070,3466.0,3850.0
3071,3408.0,3472.0
3072,9484.0,11199.0
3073,3971.0,4247.0
3075,11810.0,12513.0
3076,4687.0,5223.0
3078,4057.0,4888.0
3079,6987.0,8186.0
3081,2744.0,3333.0
3082,1947.0,2359.0
3083,13367.0,14025.0
3084,5863.0,7536.0
3085,9503.0,10712.0
3086,2387.0,3243.0
3087,2146.0,3527.0
3088,14031.0,16556.0
3091,7547.0,10406.0
3092,3072.0,3431.0
3093,5944.0,8727.0
3095,6026.0,6582.0
3096,3562.0,6728.0
3097,0.0,0.0
3099,5107.0,6177.0
3100,0.0,0.0
3101,9974.0,12076.0
3102,3954.0,4388.0
3103,0.0,0.0
3104,4343.0,6907.0
3106,3882.0,4583.0
3108,11364.0,17331.0
3109,7363.0,8171.0
3110,5459.0,6470.0
3111,4887.0,5011.0
3112,9172.0,13128.0
3113,6602.0,9022.0
3114,5880.0,8084.0
3115,6546.0,7459.0
3116,4504.0,5371.0
3117,3385.0,4709.0
3118,5953.0,8652.0
3119,6545.0,7463.0
3120,8047.0,8116.0
3121,3814.0,4333.0
3122,6146.0,7860.0
3123,4597.0,6000.0
3124,4588.0,5520.0
3125,10756.0,13395.0
3126,6119.0,7306.0
3127,6202.0,8104.0
3128,14081.0,16600.0
3129,9884.0,11239.0
3130,10280.0,13745.0
3131,9193.0,11483.0
3132,11101.0,13175.0
3133,11665.0,13339.0
3134,4735.0,5100.0
3135,,
3136,6368.0,7629.0
3137,7619.0,9128.0
3138,6074.0,7685.0
3139,7213.0,8617.0
3140,0.0,0.0
3141,5910.0,6781.0
3142,2419.0,3287.0
3143,2553.0,3777.0
3144,4935.0,6517.0
3145,6118.0,7476.0
3146,7986.0,10966.0
3147,10958.0,14510.0
3148,6481.0,9308.0
3149,5136.0,6941.0
3150,8669.0,12247.0
3151,8859.0,12468.0
3152,1470.0,2279.0
3153,,
3155,2616.0,3394.0
3156,,
3157,2226.0,1819.0
3158,3008.0,3455.0
3159,6399.0,10506.0
3160,5627.0,9467.0
3161,3292.0,5382.0
3162,6130.0,8439.0
3164,3424.0,4318.0
3166,6101.0,7368.0
3167,2818.0,4079.0
3168,6565.0,10776.0
